2.669000053405761719e+01 3.029999971389770508e+00 2.359999895095825195e+00
2.670000076293945312e+01 3.250000000000000000e+00 2.480000019073486328e+00
2.677000045776367188e+01 3.250000000000000000e+00 2.450000047683715820e+00
2.679000091552734375e+01 3.250000000000000000e+00 2.380000114440917969e+00
2.685000038146972656e+01 3.250000000000000000e+00 2.279999971389770508e+00
2.688999938964843750e+01 3.250000000000000000e+00 2.200000047683715820e+00
2.695000076293945312e+01 3.250000000000000000e+00 1.789999961853027344e+00
2.685000038146972656e+01 3.250000000000000000e+00 1.669999957084655762e+00
2.687000083923339844e+01 3.250000000000000000e+00 1.659999966621398926e+00
2.694000053405761719e+01 3.250000000000000000e+00 1.409999966621398926e+00
2.698999977111816406e+01 3.250000000000000000e+00 1.139999985694885254e+00
2.693000030517578125e+01 3.130000114440917969e+00 1.129999995231628418e+00
2.686000061035156250e+01 3.000000000000000000e+00 9.599999785423278809e-01
2.693000030517578125e+01 3.000000000000000000e+00 8.500000238418579102e-01
2.694000053405761719e+01 3.000000000000000000e+00 8.199999928474426270e-01
2.686000061035156250e+01 3.000000000000000000e+00 8.399999737739562988e-01
2.685000038146972656e+01 3.000000000000000000e+00 8.799999952316284180e-01
2.680999946594238281e+01 3.000000000000000000e+00 1.029999971389770508e+00
2.671999931335449219e+01 3.000000000000000000e+00 1.169999957084655762e+00
2.678000068664550781e+01 3.000000000000000000e+00 1.139999985694885254e+00
2.677000045776367188e+01 3.000000000000000000e+00 1.210000038146972656e+00
2.677000045776367188e+01 3.000000000000000000e+00 1.389999985694885254e+00
2.681999969482421875e+01 3.000000000000000000e+00 1.570000052452087402e+00
2.679000091552734375e+01 3.000000000000000000e+00 1.590000033378601074e+00
2.679000091552734375e+01 3.000000000000000000e+00 1.750000000000000000e+00
2.677000045776367188e+01 3.000000000000000000e+00 1.899999976158142090e+00
2.670999908447265625e+01 3.000000000000000000e+00 1.909999966621398926e+00
2.676000022888183594e+01 3.000000000000000000e+00 2.019999980926513672e+00
2.671999931335449219e+01 3.230000019073486328e+00 2.369999885559082031e+00
2.685000038146972656e+01 3.250000000000000000e+00 2.359999895095825195e+00
2.681999969482421875e+01 3.400000095367431641e+00 2.390000104904174805e+00
2.687999916076660156e+01 3.500000000000000000e+00 2.480000019073486328e+00
2.687000083923339844e+01 3.500000000000000000e+00 2.730000019073486328e+00
2.682999992370605469e+01 3.500000000000000000e+00 2.579999923706054688e+00
2.686000061035156250e+01 3.500000000000000000e+00 2.490000009536743164e+00
2.688999938964843750e+01 3.500000000000000000e+00 2.609999895095825195e+00
2.693000030517578125e+01 3.650000095367431641e+00 2.920000076293945312e+00
2.703000068664550781e+01 3.750000000000000000e+00 2.940000057220458984e+00
2.714999961853027344e+01 3.750000000000000000e+00 2.740000009536743164e+00
2.729000091552734375e+01 3.750000000000000000e+00 2.759999990463256836e+00
2.730999946594238281e+01 3.839999914169311523e+00 3.099999904632568359e+00
2.735000038146972656e+01 4.000000000000000000e+00 3.349999904632568359e+00
2.751000022888183594e+01 4.000000000000000000e+00 3.279999971389770508e+00
2.751000022888183594e+01 4.000000000000000000e+00 3.440000057220458984e+00
2.762999916076660156e+01 4.000000000000000000e+00 3.680000066757202148e+00
2.767000007629394531e+01 4.000000000000000000e+00 3.369999885559082031e+00
2.779999923706054688e+01 4.000000000000000000e+00 3.380000114440917969e+00
2.786000061035156250e+01 4.000000000000000000e+00 3.420000076293945312e+00
2.793000030517578125e+01 4.000000000000000000e+00 3.490000009536743164e+00
2.800000000000000000e+01 4.000000000000000000e+00 3.480000019073486328e+00
2.811000061035156250e+01 4.000000000000000000e+00 3.650000095367431641e+00
2.819000053405761719e+01 4.000000000000000000e+00 3.809999942779541016e+00
2.828000068664550781e+01 4.420000076293945312e+00 4.010000228881835938e+00
2.831999969482421875e+01 4.500000000000000000e+00 4.070000171661376953e+00
2.831999969482421875e+01 4.500000000000000000e+00 4.010000228881835938e+00
2.840999984741210938e+01 4.500000000000000000e+00 3.569999933242797852e+00
2.846999931335449219e+01 4.500000000000000000e+00 3.180000066757202148e+00
2.863999938964843750e+01 4.340000152587890625e+00 2.650000095367431641e+00
2.870000076293945312e+01 4.000000000000000000e+00 1.990000009536743164e+00
2.887000083923339844e+01 4.000000000000000000e+00 1.840000033378601074e+00
2.894000053405761719e+01 3.829999923706054688e+00 1.450000047683715820e+00
2.894000053405761719e+01 3.500000000000000000e+00 1.370000004768371582e+00
2.890999984741210938e+01 3.500000000000000000e+00 1.230000019073486328e+00
2.888999938964843750e+01 3.500000000000000000e+00 1.610000014305114746e+00
2.894000053405761719e+01 3.500000000000000000e+00 2.500000000000000000e+00
2.890999984741210938e+01 3.829999923706054688e+00 3.049999952316284180e+00
2.890999984741210938e+01 4.000000000000000000e+00 3.190000057220458984e+00
2.895000076293945312e+01 4.000000000000000000e+00 3.099999904632568359e+00
2.896999931335449219e+01 4.000000000000000000e+00 3.289999961853027344e+00
2.901000022888183594e+01 4.000000000000000000e+00 3.359999895095825195e+00
2.900000000000000000e+01 4.000000000000000000e+00 3.539999961853027344e+00
2.896999931335449219e+01 4.000000000000000000e+00 3.609999895095825195e+00
2.897999954223632812e+01 4.000000000000000000e+00 3.720000028610229492e+00
2.904000091552734375e+01 4.230000019073486328e+00 3.960000038146972656e+00
2.911000061035156250e+01 4.500000000000000000e+00 4.070000171661376953e+00
2.914999961853027344e+01 4.500000000000000000e+00 4.389999866485595703e+00
2.918000030517578125e+01 4.500000000000000000e+00 4.420000076293945312e+00
2.925000000000000000e+01 5.000000000000000000e+00 5.000000000000000000e+00
2.935000038146972656e+01 5.000000000000000000e+00 4.800000190734863281e+00
2.935000038146972656e+01 5.000000000000000000e+00 4.809999942779541016e+00
2.940999984741210938e+01 5.000000000000000000e+00 5.139999866485595703e+00
2.937000083923339844e+01 5.000000000000000000e+00 5.030000209808349609e+00
2.940999984741210938e+01 5.000000000000000000e+00 4.659999847412109375e+00
2.940999984741210938e+01 5.000000000000000000e+00 4.019999980926513672e+00
2.954000091552734375e+01 5.000000000000000000e+00 4.039999961853027344e+00
2.956999969482421875e+01 5.000000000000000000e+00 4.210000038146972656e+00
2.961000061035156250e+01 5.000000000000000000e+00 3.359999895095825195e+00
2.954999923706054688e+01 5.000000000000000000e+00 3.200000047683715820e+00
2.961000061035156250e+01 4.849999904632568359e+00 2.950000047683715820e+00
2.961000061035156250e+01 4.500000000000000000e+00 3.069999933242797852e+00
2.975000000000000000e+01 4.500000000000000000e+00 3.039999961853027344e+00
2.978000068664550781e+01 4.500000000000000000e+00 3.079999923706054688e+00
2.980999946594238281e+01 4.500000000000000000e+00 2.859999895095825195e+00
2.984000015258789062e+01 4.500000000000000000e+00 2.809999942779541016e+00
2.984000015258789062e+01 4.500000000000000000e+00 2.930000066757202148e+00
2.984000015258789062e+01 4.500000000000000000e+00 2.880000114440917969e+00
2.980999946594238281e+01 4.500000000000000000e+00 2.880000114440917969e+00
2.984000015258789062e+01 4.500000000000000000e+00 2.869999885559082031e+00
2.984000015258789062e+01 4.500000000000000000e+00 3.059999942779541016e+00
2.992000007629394531e+01 4.500000000000000000e+00 2.920000076293945312e+00
