Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Previous_Payment_Prior_Jan,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,July_Payment_Status
14400,2,3,2,30,-2,0,132,-2,0,0,-2,0,0,-2,0,0,-2,45,0,-2,136,45,0
2100,2,3,1,23,2,81,1992,0,82,2026,0,81,1671,0,41,683,0,56,376,-1,760,42,1
7900,2,3,1,41,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,20,0,0
1900,1,3,1,52,0,65,1532,0,82,1572,0,187,1628,0,0,1774,2,159,1741,2,0,1873,0
2000,1,3,2,60,0,72,1854,0,80,1896,0,60,1945,0,40,1966,0,48,1108,0,44,1102,0
4500,2,3,1,41,0,233,4652,0,231,4751,0,200,4841,0,168,4771,0,200,4646,0,200,4555,0
5900,1,3,1,52,0,103,3552,0,105,3626,0,106,3700,0,160,3775,0,126,3904,0,89,3997,1
2700,1,3,2,36,0,107,2735,0,103,2796,0,63,2799,0,39,2285,0,40,1100,0,80,1087,1
7600,1,3,1,30,-2,40,2065,-2,141,392,-2,37,137,-2,35,37,-2,0,-35,-2,63,-39,0
11900,1,3,1,57,1,7,0,-1,51,7,-1,454,51,-1,15,454,-1,34,15,-1,0,34,0
1100,2,3,1,37,0,80,1210,0,65,1207,0,58,1190,0,32,1099,0,200,1097,0,40,1105,1
500,1,3,1,34,0,45,301,0,46,326,0,46,351,0,13,375,0,17,383,0,7,362,1
2100,2,3,1,27,2,1089,451,0,70,1506,0,116,1540,0,0,1626,2,51,1589,0,33,1426,1
700,1,3,1,42,0,46,326,0,80,360,0,80,434,0,40,507,0,32,526,0,40,550,0
2900,2,3,1,51,-2,42,1094,-2,754,-42,-1,26,703,0,27,717,0,27,732,0,28,746,0
2400,1,3,2,28,0,88,2255,0,112,2306,0,71,2381,0,54,2345,0,60,1540,0,61,1540,0
3700,2,3,1,48,0,144,4180,0,135,3998,0,133,3808,0,127,3620,0,160,3426,0,94,3191,0
21100,2,3,1,49,0,400,8795,0,400,8941,0,400,8264,0,280,11034,0,280,6526,0,200,6594,0
4700,1,3,1,39,-1,56,488,2,0,524,2,200,504,0,200,695,0,0,883,3,0,857,1
2300,2,3,2,32,0,60,2502,0,60,1077,0,40,1119,0,60,1141,0,60,1131,0,42,1166,0
8400,1,3,2,36,-1,46,34,-1,61,45,-1,2176,60,-1,1200,2176,0,150,3246,0,17,3303,0
900,1,3,2,42,0,94,238,0,0,327,2,6,314,0,0,320,0,0,0,-2,0,0,1
1900,1,3,2,28,0,80,1915,0,80,1930,0,40,770,0,40,771,0,40,762,0,40,782,0
9200,2,3,1,52,-2,158,39,-2,90,157,-2,57,89,-2,0,56,-2,0,0,-2,9,0,0
1200,2,3,1,23,1,0,1215,2,57,1034,0,60,1039,0,100,1081,0,56,1163,2,56,1195,1
5900,2,3,2,49,0,280,6136,0,280,6149,0,280,6022,0,208,6124,0,220,6082,0,252,6059,0
1100,2,3,1,60,0,49,393,0,44,435,0,17,386,0,24,400,0,20,415,0,20,206,0
6500,1,3,2,54,0,261,6227,0,266,6295,0,109,6263,0,100,2913,0,92,2673,0,88,2537,0
7900,2,3,2,53,-1,48,31,0,103,79,-1,41,103,0,0,106,0,51,0,-1,0,51,0
13700,2,3,1,39,0,280,7775,0,360,7326,0,360,7166,0,280,6820,0,240,6335,0,216,6067,0
8100,2,3,1,57,2,366,6361,2,194,6508,3,120,6526,2,320,6476,2,280,6632,2,120,6784,0
14400,1,3,2,52,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
900,1,3,2,45,0,60,720,0,56,723,0,50,740,0,26,761,0,80,761,0,19,699,0
3200,1,3,1,40,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,248,0,-1,40,280,0
300,2,3,1,43,-1,0,74,2,7,66,-1,81,7,-1,9,81,2,0,83,2,11,76,1
9700,1,3,2,26,0,154,893,0,59,554,-1,424,57,-1,72,424,-2,61,72,-2,48,60,0
2000,2,3,2,35,0,120,2407,0,120,1920,0,200,2008,0,120,2018,0,40,1963,0,28,1366,0
1900,1,3,1,56,0,71,1490,0,79,1535,0,52,1584,0,68,781,0,0,821,2,28,788,0
1200,2,3,1,39,-1,0,77,2,70,26,-1,0,70,-1,0,0,-2,0,0,-2,0,0,1
16300,1,3,2,37,-1,9,193,-1,91,9,-1,102,90,-1,107,102,-1,252,106,-1,0,251,0
20000,2,3,2,35,1,677,18355,-2,1504,673,-1,1272,1504,0,1225,2514,0,854,3208,0,427,820,0
700,1,3,1,43,0,40,1056,0,40,1096,0,40,1136,0,24,1176,0,0,1200,0,0,0,0
2000,2,3,1,47,0,44,225,0,40,265,0,40,237,0,60,277,0,86,278,0,0,190,0
6300,2,3,1,54,1,0,0,-2,145,0,-1,0,145,2,0,109,2,0,0,-2,0,0,0
24000,1,3,1,39,0,549,18384,0,530,14894,0,514,14125,0,448,13508,0,401,11902,0,400,10246,0
12000,2,3,1,37,0,160,1507,0,58,1630,2,0,1649,2,127,1611,2,0,1712,2,138,1678,0
18900,1,3,1,39,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,32,0,0
1900,2,3,1,54,0,81,1928,0,66,1961,0,0,1523,0,416,0,-1,0,416,-1,0,0,0
800,1,3,2,23,-2,0,829,-2,17,799,-1,814,17,-1,0,831,2,109,814,2,288,750,1
5600,2,3,2,31,0,580,7101,0,0,6819,2,200,5969,0,320,5293,0,400,4899,0,379,2180,0
5500,2,3,2,45,0,200,5633,0,180,5275,0,200,4940,0,200,5058,0,420,5174,0,200,5502,0
2000,1,3,2,39,0,71,1894,0,52,1798,0,33,1613,0,34,783,0,34,783,0,27,781,0
3300,1,3,2,40,0,277,448,0,18,703,2,138,696,0,142,808,0,142,932,0,146,1056,0
1300,2,3,2,22,0,61,1327,0,61,1307,0,70,1289,0,48,1279,0,43,1238,0,48,1198,0
6700,2,3,1,40,0,147,2951,0,137,2953,0,53,2121,0,3731,1163,0,128,3751,0,127,3709,0
17100,1,3,2,49,1,256,-1,-1,354,256,-1,398,353,-1,571,396,-1,383,570,-1,1041,382,0
5500,2,3,1,31,1,563,972,1,746,1888,7,603,1134,2,3,6,7,563,966,-1,3774,4386,1
700,1,3,1,40,0,40,792,0,16,796,-1,16,16,-1,0,16,-1,31,0,-1,0,31,1
1200,1,3,1,54,2,0,1261,3,0,1230,2,0,1180,0,0,1164,0,24,1164,0,0,1188,0
2800,2,3,1,38,0,71,1947,0,293,1985,0,68,2127,0,48,1998,0,56,1301,0,0,1109,0
1900,1,3,1,39,2,108,807,2,4,631,2,0,542,2,0,0,-2,0,0,-2,0,0,1
15900,2,3,1,42,-1,405,1768,-1,677,405,-1,524,677,-1,1142,524,-1,474,1142,-1,159,474,0
14300,2,3,1,39,-1,7,199,-1,80,7,-1,45,80,-1,0,45,-1,0,0,-2,0,0,0
800,2,3,2,24,2,0,776,2,41,752,0,10,763,0,0,480,0,0,0,-2,0,0,1
1100,2,3,2,56,-2,20,-13,-2,0,14,-2,40,-9,-1,0,31,-1,0,0,-2,0,0,0
2100,2,3,2,24,2,78,1877,0,68,1899,0,52,1919,0,27,1340,0,28,769,0,29,773,0
3200,1,3,1,49,0,147,2861,0,92,2811,0,37,2476,0,43,1071,0,44,1019,0,44,1040,0
1900,1,3,1,31,0,54,775,0,107,711,0,50,804,2,31,762,0,24,784,0,23,658,0
700,2,3,1,52,0,69,751,0,40,787,0,31,463,-1,0,31,0,0,31,0,0,0,0
400,1,3,1,52,1,38,0,-1,40,38,2,0,47,2,0,31,0,0,31,0,0,0,0
8300,2,3,2,29,-1,232,66,-1,47,232,-1,41,47,-1,57,41,-1,41,57,-1,41,41,0
5500,2,3,1,43,-1,15,54,-1,92,15,-1,17,91,-1,53,17,-1,12,53,-1,0,12,0
2800,2,3,2,24,0,60,286,0,80,334,0,80,401,0,80,463,0,40,536,0,80,492,1
1900,1,3,2,32,0,41,358,0,1245,390,-1,80,1230,0,594,1211,-1,10,583,0,0,517,0
5700,2,3,1,32,2,200,3596,2,72,3704,2,200,3677,2,76,3785,2,188,3798,2,0,3809,0
700,2,3,1,50,1,0,616,2,64,594,0,68,637,0,40,681,0,104,699,0,0,785,1
5100,2,3,2,30,0,80,501,0,82,573,0,120,626,0,80,197,0,81,277,0,262,358,0
6000,2,3,2,37,-1,0,75,2,91,28,-1,0,91,2,7,46,-1,81,7,-1,0,81,0
3900,1,3,1,57,0,95,3771,0,3547,2135,-1,87,3431,0,105,3150,0,125,3181,0,29,3213,0
2000,1,3,2,32,1,120,1249,2,0,1337,3,0,1304,2,108,1271,2,60,1359,2,0,1390,0
14300,1,3,1,58,-1,311,880,-1,48,310,-1,84,48,-1,41,83,-1,41,41,-1,41,41,0
5900,1,3,1,36,0,80,1552,0,67,1595,0,65,1624,0,68,1662,0,62,1697,0,70,1724,0
11300,2,3,2,31,-1,88,87,-1,88,87,-1,102,87,-1,88,102,-1,85,87,-1,702,84,0
2000,2,3,1,59,0,80,1913,0,80,1460,0,22,1472,0,15,529,0,25,462,0,200,430,0
2100,2,3,1,32,1,113,1524,2,40,1601,2,72,1603,2,80,1636,2,0,1684,2,68,1651,1
9600,2,3,2,31,0,159,6707,0,200,4330,0,120,4456,0,0,2466,0,0,0,-2,4448,0,0
2100,1,3,2,29,3,0,608,2,273,587,2,32,848,2,0,855,2,80,829,2,0,895,1
900,1,3,1,25,2,0,418,3,84,405,2,0,477,3,0,458,2,40,439,0,40,465,1
5100,2,3,1,42,-1,0,102,-1,2396,0,-1,48,2396,0,0,2400,0,0,0,-2,0,0,1
3600,1,3,1,53,0,151,3996,0,206,3492,0,44,3616,0,39,2243,0,48,1082,0,140,893,0
1900,1,3,2,55,0,111,3032,0,123,3072,0,92,3148,0,28,3182,0,29,790,0,32,790,0
14900,2,3,2,31,-1,778,1136,-1,0,774,-1,0,-16,-2,0,-76,-2,0,-76,-2,0,-76,0
1300,2,3,2,24,2,0,1243,2,60,1211,0,108,1217,0,52,1219,2,0,1240,2,45,1216,1
700,2,3,2,45,0,61,507,0,49,547,0,50,576,0,23,616,0,64,629,0,60,683,0
1900,2,3,1,56,0,72,1869,0,65,1898,0,28,1660,0,70,765,0,0,822,2,40,803,0
16000,2,3,1,38,0,160,3077,0,160,3163,0,120,3275,0,120,3350,0,160,3419,0,160,3533,0
8000,1,3,2,52,0,143,4406,0,143,3981,0,144,3958,0,154,4037,0,147,4126,0,151,4200,0
14500,2,3,2,25,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
2000,1,3,1,21,0,43,534,0,0,564,0,0,0,-2,0,0,-2,0,0,-2,40,0,0
3100,2,3,1,37,-1,31,117,-1,273,16,-1,40,273,0,103,292,-1,88,103,-1,163,88,1
700,2,3,2,24,-1,16,16,-1,0,16,-1,31,0,-1,0,31,-1,0,0,-2,0,0,0
5900,2,3,1,49,0,80,1469,0,160,1512,0,0,1635,2,80,1597,0,80,1638,0,80,1685,0
1100,1,3,2,32,2,189,975,2,0,1147,2,47,1117,0,42,1145,0,92,1163,0,0,1236,1
8900,2,3,2,41,0,260,7886,0,600,6649,0,0,7144,2,320,6973,0,320,7181,0,600,7382,0
7900,2,3,1,96,10,239,3306,1,1181,2358,3,4623,5148,3,584,672,10,4689,5093,2,847,1242,1
3300,2,3,1,63,0,84,1444,0,84,1490,0,96,1452,0,44,1505,0,60,1057,0,60,1094,0
1200,2,3,2,49,0,80,58,0,80,136,0,80,214,0,80,290,0,80,364,0,80,438,0
2100,1,3,2,44,0,56,2005,0,80,1126,0,40,830,0,40,1105,0,40,641,0,40,670,0
1200,2,3,1,48,-1,354,103,-1,235,353,-1,0,231,2,1079,110,0,43,1130,0,128,1078,0
5200,2,3,1,40,0,140,4075,0,96,2907,0,95,2827,0,200,2581,0,79,2522,0,68,2260,0
7900,2,3,1,32,0,201,7939,0,188,7285,0,302,6200,0,159,6135,0,126,5763,0,278,4438,0
2000,1,3,1,41,2,68,1490,0,68,1533,0,80,1576,0,60,1630,0,64,1651,0,64,1688,0
5100,2,3,1,56,0,160,5033,0,160,3232,0,120,3277,0,100,1667,0,60,1681,0,80,1289,1
