Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Previous_Payment_Prior_Jan,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,July_Payment_Status
6300,1,5,1,66,2,624,2513,9,1001,1407,2,69,457,8,1165,1695,2,3317,5518,11,3303,3400,0
9200,2,5,1,27,0,280,4937,0,240,5115,0,240,5193,0,400,5331,0,1200,5593,0,122,2626,0
900,1,5,2,28,5,0,867,4,0,842,3,0,818,2,36,788,2,0,805,2,0,794,0
1300,1,5,2,25,-2,36,108,-1,0,36,-1,1200,-63,-1,42,1137,0,95,1161,0,0,1236,0
5400,2,5,2,39,12,838,3823,8,2081,3137,0,1085,3134,4,3258,4413,10,344,1074,6,350,3652,0
900,1,5,2,20,0,465,785,0,55,794,0,46,797,0,21,751,0,24,554,0,0,429,0
9200,2,5,1,32,-1,0,440,-1,324,0,-1,0,324,-1,0,-116,-2,0,-116,-2,4410,-116,0
4900,2,5,3,98,0,56,176,7,2484,3054,10,242,3577,2,841,1060,3,147,867,7,1312,1343,1
14400,2,5,1,37,-1,22,124,-1,1242,22,-1,309,1241,-1,0,309,0,32,46,-1,130,32,0
9700,1,5,1,60,3,21,1097,-1,106,127,1,1963,2234,4,3344,3733,12,2773,3880,3,3777,5057,1
6700,2,5,1,38,-2,0,30,-2,659,0,-1,186,659,-1,94,186,-1,0,94,-1,79,0,0
700,1,5,2,57,0,96,2770,0,73,2802,0,44,760,2,92,416,0,0,447,0,16,15,1
14500,1,5,1,33,0,402,1218,-1,471,377,-1,801,468,-1,888,761,0,2199,1646,-1,89,2149,0
6300,2,5,1,45,0,240,6049,0,220,6187,0,280,6164,0,240,5996,0,500,5937,0,260,6340,0
2500,2,5,2,34,0,80,2087,0,80,1564,0,60,1582,0,80,1582,0,88,1609,0,80,1642,0
9200,2,5,2,34,7,1792,1803,12,5187,8974,2,8151,8236,11,1929,7969,1,886,7683,3,1220,3429,1
18000,1,5,1,37,0,400,10187,0,8200,7180,0,2080,8500,0,2996,2078,-1,20,2995,-1,4405,-93,0
7200,1,5,2,27,1,456,3690,-2,40,2575,-2,14,221,-2,40,64,-2,16,104,-1,16,16,0
17200,2,5,2,44,0,826,25066,0,817,23473,0,678,21907,0,625,20179,0,597,18506,0,605,16823,0
1100,2,5,1,36,-2,0,354,-2,174,0,-2,28,174,-2,0,28,-2,4,0,-2,0,4,0
3900,2,5,2,35,0,200,3667,0,152,3654,0,120,3490,0,160,927,0,129,309,-1,75,129,0
200,2,5,2,74,4,26,123,5,32,59,5,42,161,7,52,126,0,87,137,4,11,121,1
800,2,5,3,36,0,53,718,0,48,714,0,60,719,0,52,664,0,60,615,0,40,650,0
6000,1,5,2,32,-1,167,597,11,1607,2818,9,195,211,12,2869,5387,11,815,917,7,2922,3031,0
6100,2,5,1,44,9,1250,3176,12,849,1986,4,4428,4493,12,53,775,7,2992,3236,12,66,67,0
6500,1,5,2,45,0,173,6790,0,160,6375,0,0,6520,0,0,0,-2,0,0,-2,2927,0,0
1100,2,5,2,45,0,203,1169,0,0,683,2,202,659,0,0,679,0,0,0,-2,0,0,0
3100,2,5,2,33,-2,0,233,-2,629,0,-1,60,629,0,56,371,0,0,416,0,0,0,0
5700,1,5,3,15,7,1344,3413,3,617,678,4,753,1386,8,443,2003,6,432,3775,2,706,2864,1
2100,2,5,3,74,8,542,704,9,252,654,1,35,86,5,308,586,2,914,1747,10,1,2,0
7100,1,5,2,77,9,1255,3076,8,4370,5231,7,1782,6857,8,32,42,7,414,2264,0,536,2013,0
3900,1,5,1,55,0,152,7378,0,154,7530,0,157,7683,0,160,7840,0,0,8000,0,0,0,0
12100,2,5,2,28,0,445,11755,0,1880,9707,0,1362,3071,0,467,1363,-2,619,465,-2,244,617,0
7500,1,5,2,64,1,2216,4124,4,4719,6149,4,877,1587,4,1356,3663,-1,23,63,12,894,1508,0
400,1,5,2,46,0,46,358,0,49,351,0,40,378,0,8,378,0,6,386,0,0,300,0
8900,1,5,1,36,-2,79,1770,-2,248,79,-1,74,248,-1,278,74,-1,4,278,0,117,201,0
9900,1,5,1,38,-2,148,572,-2,0,148,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
3700,2,5,1,63,8,1627,3097,10,750,905,1,1687,2918,6,182,1658,5,998,1953,0,1194,2960,0
2800,2,5,1,23,0,61,1234,0,80,1274,0,64,1333,0,49,1374,0,52,1401,0,60,1432,0
6100,2,5,1,51,0,299,5436,0,560,5509,0,195,5797,0,190,5403,0,204,5377,0,184,5380,0
8500,2,5,1,36,0,80,3361,0,0,958,0,0,0,-2,0,0,-2,10,0,-1,13,10,0
3400,1,5,2,60,6,459,799,9,107,1405,-1,513,2866,2,897,2481,12,1428,3135,4,604,1544,0
16500,2,5,1,44,0,600,13524,0,560,13716,0,360,13779,0,340,9635,0,360,9398,0,332,9607,0
12300,2,5,1,33,1,0,414,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
6000,2,5,2,34,1,0,0,-2,0,0,-2,0,0,-2,79,0,-1,20,79,-1,30,20,0
5900,1,5,2,31,2,185,5395,0,80,5468,0,0,3673,0,0,0,-2,0,0,-2,0,0,1
1100,2,5,1,58,0,68,771,0,105,815,0,228,866,0,40,1016,0,134,977,0,0,1056,0
1600,1,5,2,36,0,64,1468,0,40,1496,0,0,748,0,680,-25,-1,80,1310,0,31,500,0
6000,1,5,2,26,0,400,5335,0,400,1611,0,116,1990,0,400,2060,0,0,0,-2,0,0,0
1200,1,5,2,36,0,0,1200,0,0,-29,-2,0,-29,-2,60,-60,-2,0,0,-2,0,0,0
7300,2,5,1,46,0,0,837,0,34,0,-1,0,34,-1,275,0,-1,414,275,-1,7,414,0
10400,1,5,1,46,-1,63,139,-1,35,63,-1,28,35,-1,16,28,-1,145,16,-1,239,145,0
9200,2,5,2,38,-2,0,0,-2,6,0,-1,61,6,-1,60,61,0,60,121,0,160,165,0
8800,1,5,2,37,2,300,8706,0,920,8554,0,320,8449,0,168,7783,0,29,3849,0,16,1102,0
800,2,5,2,37,0,80,269,0,120,314,0,322,424,0,0,746,0,0,282,0,0,0,0
3100,2,5,1,52,2,240,4601,0,220,4728,0,174,4709,0,120,4724,0,84,2430,0,200,2180,0
5300,1,5,1,43,0,98,3019,0,86,3004,0,44,2373,0,548,2187,0,20,911,0,4,537,1
5300,2,5,2,28,0,160,4274,0,161,4304,0,184,4396,0,168,4505,0,200,4579,0,200,4702,0
4100,1,5,1,36,0,153,4053,0,172,4011,0,146,4029,0,135,3842,0,140,3786,0,145,3865,0
13900,2,5,1,43,0,547,14212,0,507,13501,0,544,13692,0,485,13470,0,511,13655,0,516,13949,0
8500,2,5,1,40,-2,557,66,-2,309,555,-2,222,304,-2,50,222,-2,72,50,-2,54,72,0
17500,2,5,1,64,0,253,5360,0,200,5464,0,265,5471,0,400,5645,0,218,5890,0,220,6013,0
9600,1,5,1,49,0,382,9459,0,360,9682,0,352,9414,0,321,9600,0,325,7636,0,320,7748,0
5900,2,5,1,35,0,64,1588,0,60,1498,0,47,1446,0,47,1343,0,46,1298,0,46,1304,0
2100,2,5,2,43,0,62,2032,0,58,1952,0,41,1160,0,42,1156,0,44,1144,0,41,1169,1
4800,2,5,1,42,-2,3,0,-2,58,3,-2,0,-58,-2,0,-58,-2,0,-58,-2,0,-58,0
7900,2,5,2,31,-2,31,105,-2,24,31,-2,0,24,-2,0,0,-2,6,0,-2,19,6,0
17700,2,5,1,30,0,445,12979,0,412,12964,0,444,11517,0,448,11516,0,480,11076,0,5256,8875,0
9200,1,5,2,41,2,200,4789,2,0,4836,2,148,4473,0,159,3720,0,116,3685,0,42,2463,0
5500,1,5,2,26,0,212,5441,0,254,5478,0,116,5331,0,118,3287,0,160,3330,0,143,3415,0
2000,2,5,2,22,0,80,48,0,160,127,0,80,283,0,80,309,0,40,378,0,80,395,0
700,1,5,2,27,-1,47,31,-1,0,47,-1,16,0,-1,40,16,-1,80,0,-2,80,-80,0
20100,2,5,1,34,0,82,5570,0,52,2110,0,382,971,0,932,380,-1,90,932,-1,86,89,0
1300,2,5,1,29,0,66,1149,0,62,1117,0,52,1104,0,33,1077,0,0,621,0,0,0,0
6500,2,5,1,37,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
8900,2,5,3,54,5,6018,8905,7,700,4493,1,4109,6741,3,568,625,12,1369,1670,0,2662,3589,0
8900,2,5,1,39,2,620,7599,2,0,7587,2,220,6867,0,290,6692,0,260,6882,0,140,6503,1
3100,2,5,2,25,0,104,3271,0,120,3114,0,88,2406,0,80,2166,0,80,1804,0,113,1780,0
9700,1,5,1,28,-2,10,0,-2,37,10,-2,0,37,-2,0,0,-2,0,0,-2,0,0,0
7000,2,5,3,56,1,1620,5273,12,243,332,-1,3093,5375,6,4877,5789,2,1169,2029,12,1709,5138,1
8100,2,5,1,26,0,216,5995,0,132,5622,0,85,3850,0,36,3045,0,40,1491,0,434,977,1
10300,2,5,1,45,-1,176,380,-1,0,176,-1,111,0,-1,0,111,-1,0,0,-2,0,0,0
6500,2,5,2,29,-1,0,72,-1,1263,0,-1,14,1263,0,51,706,-1,108,51,-1,0,108,0
1100,2,5,2,45,2,80,1171,0,64,1220,0,60,1236,0,44,1219,0,42,1245,0,53,1173,1
10500,2,5,2,38,0,400,6984,0,400,7004,0,305,7044,0,280,6225,0,320,5679,0,280,5652,0
3200,2,5,1,21,-1,0,200,-1,1257,0,-1,120,1257,0,120,978,0,0,1077,0,0,0,0
700,1,5,2,24,0,122,823,0,59,811,0,44,776,0,40,1598,0,0,0,-2,0,0,0
8100,2,5,1,40,-2,1011,809,-2,157,1010,-2,0,157,-2,0,0,-2,0,0,-2,0,0,0
7900,2,5,1,35,-1,120,94,-1,30,118,-1,167,30,-1,115,166,-1,57,115,-1,86,57,0
6800,2,5,1,34,0,400,5752,0,250,5749,0,255,5196,0,179,4975,0,40,4504,0,52,1078,0
4100,1,5,1,45,0,200,3780,0,200,3828,0,128,3929,0,84,3620,0,2000,3303,0,0,905,0
5900,2,5,2,31,0,235,9293,0,217,9486,0,40,9576,0,45,1583,0,200,1313,0,285,1425,0
5500,2,5,2,27,0,120,3659,0,136,3148,0,61,3178,0,54,1821,0,61,1686,0,60,1712,0
10300,1,5,1,35,0,59,392,0,52,445,0,49,477,0,61,518,0,69,570,0,64,629,0
1200,1,5,1,18,7,84,1138,8,744,1172,12,22,91,1,89,777,9,61,285,-1,427,715,1
12000,2,5,1,49,-1,0,21,2,11,11,-1,11,11,-1,21,11,-1,0,21,0,11,21,0
13500,2,5,1,27,0,440,11262,0,441,11327,0,320,11289,0,320,8678,0,332,8656,0,300,8728,0
1900,2,5,2,23,0,80,1688,0,72,1741,0,72,1773,0,68,1816,0,80,1855,0,148,1905,0
1600,1,5,3,71,9,218,1088,3,93,105,1,919,935,9,195,462,8,279,440,0,164,201,0
9100,2,5,1,41,-1,16,16,-1,16,16,-1,16,16,-1,10,16,-1,43,10,-1,0,37,0
9100,2,5,2,54,0,266,6205,0,241,6267,0,107,6145,0,201,2980,0,4004,1850,0,201,5677,0
5900,1,5,1,38,0,220,8659,0,152,8836,0,156,5345,0,160,5455,0,164,5569,0,164,5687,0
4200,1,5,3,69,2,131,273,3,207,1221,10,149,2763,3,1990,3911,1,611,2670,9,826,2163,1
2100,2,5,1,40,0,160,1846,0,200,1908,0,120,1906,0,80,1902,0,80,1940,0,80,1985,1
2800,1,5,2,93,3,313,1758,-1,204,1340,4,93,156,-1,1380,2300,2,996,1888,6,16,49,0
6100,1,5,1,40,-1,12,12,-1,12,12,-1,17,12,-1,12,17,0,35,18,-1,0,35,0
9100,2,5,2,44,0,216,5776,0,220,5851,0,228,5974,0,240,6102,0,240,6237,0,240,6373,0
8100,2,5,1,43,0,157,5974,0,147,4326,0,118,3501,0,50,2719,0,52,1400,0,52,1429,0
22000,2,5,2,53,-2,240,11095,-2,241,10661,-2,790,10253,-2,19,790,-2,328,19,-2,0,328,0
2000,1,5,3,55,6,1208,1369,2,186,727,4,293,776,4,147,743,10,331,576,4,14,1585,1
8400,2,5,2,29,1,0,0,-2,31,0,-1,0,31,-1,0,0,-2,0,0,-2,0,0,0
4500,1,5,1,35,-1,1120,135,0,800,1247,0,120,2021,0,120,2073,0,120,1370,0,120,935,0
6100,1,5,1,42,2,190,5758,0,194,5896,0,200,5720,0,165,5870,0,165,5981,0,160,5881,0
4000,2,5,1,56,0,162,3839,0,129,3962,0,131,4017,0,92,4107,0,95,2557,0,95,2610,0
10100,2,5,1,33,0,277,8443,0,280,8463,0,359,8094,0,282,8125,0,320,8049,0,400,7993,0
1200,1,5,2,25,0,55,866,0,61,906,0,95,952,0,0,1027,2,0,995,2,0,0,0
20100,2,5,1,32,0,82,5570,0,52,2110,0,382,971,0,932,380,-1,90,932,-1,86,89,0
8500,2,5,1,39,0,326,8258,0,400,8098,0,224,6929,0,80,3372,0,6046,1035,-1,240,5603,1
