3.100000000000000000e+03 2.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 3.600000000000000000e+01 0.000000000000000000e+00 2.400000000000000000e+02 3.021000000000000000e+03 0.000000000000000000e+00 8.000000000000000000e+01 3.083000000000000000e+03 2.000000000000000000e+00 0.000000000000000000e+00 2.951000000000000000e+03 2.000000000000000000e+00 2.030000000000000000e+02 2.756000000000000000e+03 0.000000000000000000e+00 2.490000000000000000e+02 2.652000000000000000e+03 0.000000000000000000e+00 1.200000000000000000e+02 2.427000000000000000e+03 1.000000000000000000e+00
1.200000000000000000e+04 2.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 3.000000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+02 2.135000000000000000e+03 0.000000000000000000e+00 1.060000000000000000e+02 2.199000000000000000e+03 0.000000000000000000e+00 8.300000000000000000e+01 2.270000000000000000e+03 0.000000000000000000e+00 9.000000000000000000e+01 2.291000000000000000e+03 0.000000000000000000e+00 8.700000000000000000e+01 2.343000000000000000e+03 0.000000000000000000e+00 1.200000000000000000e+02 2.386000000000000000e+03 0.000000000000000000e+00
7.000000000000000000e+02 2.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 2.100000000000000000e+01 -1.000000000000000000e+00 0.000000000000000000e+00 4.800000000000000000e+01 -1.000000000000000000e+00 7.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 4.800000000000000000e+01 7.000000000000000000e+00 -1.000000000000000000e+00 5.700000000000000000e+01 4.800000000000000000e+01 -1.000000000000000000e+00 0.000000000000000000e+00 5.700000000000000000e+01 -1.000000000000000000e+00 3.900000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
9.700000000000000000e+03 2.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 3.900000000000000000e+01 -1.000000000000000000e+00 6.910000000000000000e+02 2.010000000000000000e+02 -1.000000000000000000e+00 1.139000000000000000e+03 6.870000000000000000e+02 -1.000000000000000000e+00 4.830000000000000000e+02 1.136000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+00 9.830000000000000000e+02 0.000000000000000000e+00 1.190000000000000000e+02 4.290000000000000000e+02 0.000000000000000000e+00 1.036000000000000000e+03 3.740000000000000000e+02 0.000000000000000000e+00
1.440000000000000000e+04 2.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 3.300000000000000000e+01 -1.000000000000000000e+00 7.040000000000000000e+02 2.003000000000000000e+03 -1.000000000000000000e+00 1.651000000000000000e+03 7.040000000000000000e+02 -1.000000000000000000e+00 3.550000000000000000e+02 1.650000000000000000e+03 -1.000000000000000000e+00 6.940000000000000000e+02 3.550000000000000000e+02 -1.000000000000000000e+00 1.169000000000000000e+03 6.940000000000000000e+02 -1.000000000000000000e+00 1.620000000000000000e+02 1.169000000000000000e+03 0.000000000000000000e+00
9.900000000000000000e+03 2.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 3.800000000000000000e+01 0.000000000000000000e+00 2.240000000000000000e+02 4.448000000000000000e+03 0.000000000000000000e+00 2.000000000000000000e+02 4.598000000000000000e+03 0.000000000000000000e+00 2.360000000000000000e+02 4.664000000000000000e+03 0.000000000000000000e+00 1.760000000000000000e+02 4.823000000000000000e+03 0.000000000000000000e+00 1.840000000000000000e+02 4.859000000000000000e+03 0.000000000000000000e+00 2.040000000000000000e+02 4.965000000000000000e+03 0.000000000000000000e+00
8.300000000000000000e+03 2.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 2.900000000000000000e+01 0.000000000000000000e+00 8.000000000000000000e+01 4.390000000000000000e+02 0.000000000000000000e+00 2.410000000000000000e+02 4.990000000000000000e+02 0.000000000000000000e+00 4.000000000000000000e+01 6.770000000000000000e+02 0.000000000000000000e+00 6.000000000000000000e+01 4.710000000000000000e+02 0.000000000000000000e+00 5.200000000000000000e+02 5.310000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+01 9.960000000000000000e+02 0.000000000000000000e+00
1.830000000000000000e+04 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.300000000000000000e+01 -1.000000000000000000e+00 2.055000000000000000e+03 6.110000000000000000e+02 -1.000000000000000000e+00 4.126000000000000000e+03 2.055000000000000000e+03 -1.000000000000000000e+00 2.742000000000000000e+03 4.125000000000000000e+03 -1.000000000000000000e+00 1.131000000000000000e+03 2.742000000000000000e+03 -1.000000000000000000e+00 3.042000000000000000e+03 1.131000000000000000e+03 -1.000000000000000000e+00 2.086000000000000000e+03 3.038000000000000000e+03 0.000000000000000000e+00
1.990000000000000000e+04 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.900000000000000000e+01 -1.000000000000000000e+00 1.158000000000000000e+03 5.180000000000000000e+02 -1.000000000000000000e+00 1.641000000000000000e+03 1.152000000000000000e+03 -1.000000000000000000e+00 1.443000000000000000e+03 1.641000000000000000e+03 -1.000000000000000000e+00 1.844000000000000000e+03 1.443000000000000000e+03 -1.000000000000000000e+00 4.123000000000000000e+03 1.844000000000000000e+03 -1.000000000000000000e+00 6.173000000000000000e+03 4.123000000000000000e+03 0.000000000000000000e+00
1.880000000000000000e+04 1.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 3.100000000000000000e+01 0.000000000000000000e+00 6.050000000000000000e+02 1.160500000000000000e+04 0.000000000000000000e+00 4.890000000000000000e+02 1.179900000000000000e+04 0.000000000000000000e+00 4.050000000000000000e+02 1.105000000000000000e+04 0.000000000000000000e+00 4.010000000000000000e+02 9.644000000000000000e+03 0.000000000000000000e+00 4.040000000000000000e+02 8.935000000000000000e+03 0.000000000000000000e+00 4.000000000000000000e+02 8.309000000000000000e+03 0.000000000000000000e+00
